Id	Proxy	Country	City
7468	103.228.1.162:8080	 BD	
7469	79.173.87.19:8080	 RU	Leningradskaya Oblast'
7470	104.136.182.189:41766	 US	Florida
7471	213.59.149.50:41258	 RU	Stavropol'skiy Kray
7472	185.131.61.47:53281	 CZ	
7473	14.207.46.189:8080	 TH	Changwat Phra Nakhon Si Ayutthaya
7474	84.52.90.29:8080	 RU	St.-Petersburg
7475	192.169.194.150:1508	 US	Arizona
7476	191.242.240.170:8080	 BR	Sao Paulo
7477	195.239.248.216:8080	 RU	Kemerovskaya Oblast'
7478	138.68.161.60:8080	 GB	England
7479	200.16.122.2:8080	 AR	Buenos Aires F.D.
7480	176.97.1.176:53281	 UA	Kyiv City
7481	91.240.210.226:8080	 RU	Kurskaya Oblast'
7482	103.255.234.186:8080	 IN	National Capital Territory of Delhi
7483	37.59.8.29:1034	 FR	
7484	74.218.232.131:53281	 US	North Carolina
7485	103.47.94.233:8080	 IN	
7486	103.40.226.210:8080	 BD	
7487	74.209.243.116:3128	 US	Virginia
7488	129.205.137.8:53281	 ZA	Western Cape
7489	177.21.106.232:20183	 BR	Ceara
7490	186.208.101.246:20183	 BR	Rio Grande do Norte
7491	41.193.238.249:8080	 ZA	
7492	95.80.252.98:41258	 CZ	Olomouc District
7493	213.144.123.146:80	 TR	
7494	66.110.216.221:39603	 US	Georgia
7495	178.162.102.173:8081	 RU	St.-Petersburg
7496	147.30.76.217:8080	 KZ	Almaty Qalasy
7497	95.181.234.188:53281	 RU	Khabarovsk
7498	186.250.98.1:8080	 BR	
7499	89.109.53.156:80	 RU	Nizhegorodskaya Oblast'
7500	212.164.239.239:3128	 RU	Novosibirskaya Oblast'
7501	128.199.77.93:3128	 SG	Central Singapore Community Development Council
7502	118.185.126.33:8080	 IN	
7503	103.93.201.1:8080	 IN	
7504	133.18.198.99:8080	 JP	
7505	46.105.57.150:36082	 FR	
7506	187.190.221.71:3128	 MX	Mexico City
7507	123.231.250.10:3128	 ID	
7508	138.197.157.45:3128	 CA	Ontario
7509	169.57.157.148:8123	 BR	Sao Paulo
7510	196.43.235.238:53281	 NG	Sokoto State
7511	190.12.9.30:3128	 EC	Provincia de Pichincha
7512	46.105.57.149:56270	 FR	
7513	103.98.78.9:53281	 IN	
7514	200.13.46.9:53281	 AR	Santa Fe
7515	115.69.217.10:3128	 ID	East Java
7516	212.116.143.62:41766	 BG	Sofia-Capital
7517	182.253.117.162:8080	 ID	South Sulawesi
7518	212.46.199.10:8080	 RU	Moscow
7519	134.249.99.28:9001	 UA	Kyiv City
7520	139.255.74.122:8080	 ID	Jakarta
7521	65.214.67.49:29440	 US	Illinois
7522	212.142.108.193:53281	 LV	Riga
7523	168.235.82.102:10080	 US	Georgia
7524	24.249.199.14:57335	 US	Florida
7525	50.203.239.27:80	 US	
7526	103.105.66.29:53281	 ID	West Java
7527	183.88.39.144:8080	 TH	Bangkok
7528	82.202.70.132:8080	 CZ	Hlavni mesto Praha
7529	36.81.255.73:8080	 ID	East Java
7530	201.216.238.27:53281	 AR	Buenos Aires F.D.
7531	47.52.153.167:80	 HK	
7532	46.21.74.130:8080	 RU	
7533	162.243.108.161:3128	 US	New York
7534	128.201.92.30:53281	 BR	Pernambuco
7535	46.5.252.70:3128	 DE	Baden-Wrttemberg Region
7536	198.23.197.165:2018	 US	New York
7537	41.193.238.225:8080	 ZA	
7538	213.6.68.114:53281	 PS	
7539	152.249.240.139:3128	 BR	Sao Paulo
7540	37.59.8.29:45941	 FR	
7541	201.33.227.187:3128	 BR	Parana
7542	27.123.1.86:53281	 ID	Jakarta
7543	109.73.184.63:41258	 IT	Provincia di Isernia
7544	61.220.204.25:3128	 TW	Taipei City
7545	103.211.232.100:8080	 ID	Central Java
7546	91.217.42.3:8080	 RU	Chelyabinsk
7547	94.177.224.181:8080	 DE	Hesse
7548	159.224.249.145:8080	 UA	Dnipro
7549	103.106.148.231:53281	 IN	
7550	54.68.167.50:3128	 US	Oregon
7551	45.64.181.194:8080	 PK	
7552	109.201.97.103:53281	 RU	Vladimirskaya Oblast'
7553	104.28.26.56:80	 US	
7554	113.20.141.56:8080	 ID	West Java
7555	167.114.180.102:8080	 CA	Quebec
7556	101.128.74.227:8080	 ID	Jakarta
7557	93.174.228.170:41258	 RU	Moscow
7558	182.53.197.115:8080	 TH	Changwat Phrae
7559	94.251.6.193:81	 RU	Kemerovskaya Oblast'
7560	191.102.91.58:53281	 CO	Bogota D.C.
7561	168.0.4.158:53281	 BR	Parana
7562	89.109.53.156:8080	 RU	Nizhegorodskaya Oblast'
7563	104.28.27.52:80	 US	
7564	79.110.119.221:8080	 BG	Oblast Targovishte
7565	75.151.253.45:53281	 US	
7566	94.154.87.187:53281	 RU	Irkutskaya Oblast'
7567	103.21.163.74:53281	 IN	
7568	109.197.184.50:8080	 PL	Silesia
7569	176.117.71.2:41258	 UA	Luhans'ka Oblast'
7570	138.68.165.154:8080	 GB	England
7571	177.20.234.200:3128	 BR	Rio Grande do Sul
7572	186.167.49.210:8080	 VE	Capital
7573	179.127.242.34:53281	 BR	Minas Gerais
7574	213.235.185.125:53281	 CZ	Ustecky kraj
7575	168.194.154.161:53281	 BR	Minas Gerais
7576	103.228.1.170:8080	 BD	
7577	190.214.16.230:53281	 EC	Provincia de Pichincha
7578	43.247.70.250:3128	 CN	Guangdong
7579	116.212.148.26:53281	 KH	
7580	103.102.145.118:53281	 IN	
7581	94.141.142.106:41258	 PL	
7582	118.97.169.170:3128	 ID	West Java
7583	190.9.60.10:53281	 CL	Santiago Metropolitan
7584	128.68.208.100:8080	 RU	Moscow
7585	182.53.197.120:8080	 TH	Changwat Phrae
7586	109.224.45.246:9001	 IQ	Maysan
7587	177.244.24.210:53281	 MX	Estado de Mexico
7588	86.34.158.116:8080	 RO	Bucuresti
7589	42.115.26.154:8080	 KH	Phnom Penh
7590	170.239.144.17:3128	 BR	
7591	188.143.32.133:8080	 HU	Jsz-Nagykun-Szolnok
7592	86.63.119.32:53281	 PL	Greater Poland
7593	82.114.119.228:8080	 RU	Moscow Oblast
7594	185.203.170.92:8080	 TR	
7595	89.43.38.32:8080	 RO	
7596	179.187.0.232:8080	 BR	Alagoas
7597	123.255.207.243:53281	 ID	Jakarta
7598	177.73.209.167:8080	 BR	Parana
7599	200.201.29.2:3128	 BR	Parana
7600	146.145.199.119:8080	 US	Pennsylvania
7601	117.212.93.32:53281	 IN	Rajasthan
7602	91.202.73.218:8080	 UA	Kyiv City
7603	109.87.127.175:53281	 UA	Kharkivs'ka Oblast'
7604	66.70.147.196:3128	 CA	Ontario
7605	202.21.116.190:53281	 MN	
7606	140.227.9.87:3129	 JP	Tokyo
7607	138.68.120.201:3128	 NL	North Holland
7608	159.89.161.33:3128	 IN	Karnataka
7609	109.200.155.198:8080	 UA	Republic of Crimea
7610	193.150.121.67:4444	 NO	
7611	162.243.107.43:3128	 US	New York
7612	38.73.141.44:53281	 US	Utah
7613	50.198.134.65:3128	 US	Virginia
7614	62.210.6.173:1080	 FR	
7615	124.158.4.3:8080	 VN	Thanh Pho Ha Noi
7616	91.121.67.146:9050	 FR	
7617	185.102.188.12:8080	 PL	Mazovia
7618	197.243.34.228:3128	 RW	
7619	179.191.9.78:53281	 BR	Mato Grosso do Sul
7620	103.77.60.22:8080	 BD	Dhaka Division
7621	45.76.197.58:3128	 JP	Tokyo
7622	82.138.29.246:44331	 RU	Moscow
7623	109.69.0.59:53281	 AL	
7624	177.87.59.23:20183	 BR	
7625	41.90.104.38:8080	 KE	
7626	46.105.57.150:42704	 FR	
7627	103.78.52.50:53281	 BD	
7628	46.219.120.169:8080	 UA	Kyiv City
7629	183.87.135.41:8080	 IN	Maharashtra
7630	182.253.35.18:8080	 ID	Jakarta
7631	212.22.86.107:3130	 RU	Dagestan
7632	45.55.27.88:8080	 US	California
7633	148.240.238.10:53281	 MX	Nuevo Len
7634	91.246.105.5:41258	 PL	
7635	168.253.201.19:53281	 ZA	Gauteng
7636	109.173.104.253:3128	 RU	Moscow
7637	185.23.64.100:3130	 RU	Dagestan
7638	177.74.237.194:20183	 BR	Minas Gerais
7639	138.121.30.150:53281	 BR	Amazonas
7640	94.154.31.130:53281	 PL	Greater Poland
7641	113.255.76.120:8380	 HK	Central and Western District
7642	198.23.214.76:2018	 US	Texas
7643	213.173.64.223:8080	 AT	Styria
7644	103.15.187.116:81	 JP	
7645	31.134.123.204:53281	 UA	Kyiv City
7646	125.167.53.208:8080	 ID	East Java
7647	190.109.169.41:53281	 CO	Antioquia
7648	183.177.101.198:53281	 MN	Ulaanbaatar Hot
7649	139.59.153.59:80	 DE	Hesse
7650	88.147.146.136:8080	 RU	Saratovskaya Oblast'
7651	77.247.93.212:53281	 AL	Qarku i Tiranes
7652	103.42.89.69:53281	 IN	Uttar Pradesh
7653	189.84.191.141:8080	 BR	Rio de Janeiro
7654	46.175.253.248:8080	 UA	Zaporizhia
7655	177.21.52.230:20183	 BR	Sao Paulo
7656	79.134.200.18:3128	 RU	St.-Petersburg
7657	80.70.23.57:8080	 LV	
7658	77.240.228.78:41258	 IT	Province of Mantua
7659	81.163.57.230:41258	 RU	Dagestan
7660	84.43.195.190:8080	 BG	Varna
7661	103.254.127.243:8080	 ID	
7662	46.105.57.149:39867	 FR	
7663	51.254.35.77:8080	 FR	
7664	190.5.99.94:3128	 HN	Departamento de Francisco Morazan
7665	46.105.57.149:6541	 FR	
7666	37.230.161.136:8080	 NL	
7667	138.186.23.66:53281	 CO	Bogota D.C.
7668	125.227.69.220:3263	 TW	
7669	41.180.16.153:53281	 ZA	Gauteng
7670	193.150.117.31:8000	 RU	
7671	103.233.109.27:53281	 ID	Jakarta
7672	188.213.142.58:8080	 FR	
7673	145.239.81.238:80	 FR	
7674	86.57.159.135:53281	 BY	
7675	112.78.151.106:80	 ID	Jakarta
7676	41.164.168.174:8080	 ZA	
7677	35.234.156.109:80	 US	California
7678	177.133.1.193:20183	 BR	Federal District
7679	94.240.62.94:53281	 PL	
7680	110.137.152.196:8080	 ID	Jakarta
7681	46.105.57.150:25307	 FR	
7682	179.108.214.156:3128	 BR	Minas Gerais
7683	104.219.136.138:8080	 US	Texas
7684	37.59.8.29:36526	 FR	
7685	180.233.149.54:8080	 IN	
7686	91.191.63.162:53281	 BA	
7687	201.202.105.84:8080	 CR	Provincia de Guanacaste
7688	212.237.30.176:80	 IT	Province of Arezzo
7689	177.126.89.111:8080	 BR	Tocantins
7690	165.227.42.216:8888	 CA	Ontario
7691	46.32.76.137:8080	 RU	St.-Petersburg
7692	50.203.239.20:80	 US	
7693	41.220.112.238:8080	 KE	
7694	133.18.204.139:8080	 JP	
7695	109.197.188.28:8080	 PL	Silesia
7696	213.230.107.27:8080	 UZ	Xorazm Viloyati
7697	47.75.160.210:1080	 US	California
7698	5.39.91.73:3128	 FR	
7699	82.117.230.45:53281	 UA	Kharkivs'ka Oblast'
7700	113.53.60.17:8080	 TH	
7701	90.224.24.70:17062	 SE	Sdermanland
7702	139.255.58.202:8080	 ID	West Java
7703	177.103.182.12:3128	 BR	Sao Paulo
7704	202.37.70.163:53281	 NZ	
7705	206.223.248.234:42852	 US	Maryland
7706	181.191.216.6:53281	 BR	Rio de Janeiro
7707	202.91.69.4:53281	 IN	Uttar Pradesh
7708	103.197.106.15:8080	 KH	
7709	2.94.171.75:8080	 RU	Kostromskaya Oblast'
7710	124.81.123.4:8080	 ID	West Java
7711	203.142.70.93:8080	 ID	Jakarta
7712	178.62.245.236:8080	 NL	North Holland
7713	85.91.119.6:8080	 RU	Tverskaya Oblast'
7714	138.117.98.70:53281	 HN	Departamento de Yoro
7715	170.79.88.116:8080	 CO	Bogota D.C.
7716	124.219.18.89:8080	 TW	Taipei City
7717	183.179.199.225:8080	 HK	Kwun Tong
7718	180.246.155.129:80	 ID	West Kalimantan
7719	125.62.193.218:82	 IN	Andhra Pradesh
7720	202.4.114.19:8080	 BD	Dhaka
7721	111.119.236.62:8080	 IN	Maharashtra
7722	154.117.151.154:8080	 ZA	Gauteng
7723	59.153.81.178:53281	 ID	Jakarta
7724	46.8.28.17:8080	 UA	Transcarpathia
7725	52.42.146.35:80	 US	Oregon
7726	77.91.65.52:39275	 RU	Moscow
7727	185.26.169.61:8080	 RU	Astrakhanskaya Oblast'
7728	202.162.206.106:8080	 ID	North Sumatra
7729	184.168.131.233:80	 US	Arizona
7730	79.147.154.209:8080	 ES	Madrid
7731	81.88.214.78:8080	 RU	Moscow
7732	74.195.17.110:62464	 US	West Virginia
7733	36.66.242.146:8080	 ID	
7734	84.127.237.217:41766	 ES	
7735	180.252.82.127:8080	 ID	West Java
7736	180.210.206.52:3128	 SG	Central Singapore Community Development Council
7737	83.239.88.170:8080	 RU	Krasnodarskiy Kray
7738	103.208.206.130:53281	 ID	Jakarta
7739	84.130.179.112:3128	 DE	
7740	94.240.4.54:8080	 PL	Lublin
7741	193.106.57.6:8080	 UA	Kyiv City
7742	212.237.52.87:8080	 IT	Province of Arezzo
7743	213.22.75.230:8080	 PT	Porto
7744	191.7.209.141:20183	 BR	Ceara
7745	188.120.231.204:33926	 RU	
7746	85.126.244.82:8080	 AT	Vienna
7747	91.191.3.114:53281	 BA	
7748	185.107.48.3:8080	 LB	Beyrouth
7749	197.210.165.66:53281	 NG	Lagos
7750	190.52.199.57:53281	 EC	Provincia del Guayas
7751	46.175.27.74:53281	 RU	Moscow Oblast
7752	124.108.19.118:8080	 IN	Maharashtra
7753	62.80.165.78:41258	 UA	Kyiv City
7754	169.255.37.221:53281	 ZA	KwaZulu-Natal
7755	103.99.251.162:53281	 BD	
7756	202.62.11.194:8080	 ID	West Java
7757	104.245.228.65:8080	 US	Virginia
7758	186.46.92.83:8080	 EC	Provincia de Pichincha
7759	103.98.78.33:53281	 IN	
7760	88.148.92.8:8080	 ES	Murcia
7761	159.89.145.94:8080	 US	California
7762	103.9.134.97:65301	 BD	
7763	120.78.166.207:9999	 CN	Zhejiang
7764	45.224.87.2:8080	 BR	
7765	130.204.136.120:53281	 BG	
7766	200.54.108.54:80	 CL	Santiago Metropolitan
7767	89.26.2.11:8080	 AT	
7768	46.105.57.149:62750	 FR	
7769	175.106.8.22:8080	 ID	Jakarta
7770	202.138.248.72:8000	 ID	West Java
7771	176.110.157.24:41258	 PL	Subcarpathian Voivodeship
7772	103.225.30.1:53281	 IN	
7773	216.167.191.93:10200	 US	Texas
7774	84.52.73.70:53281	 RU	St.-Petersburg
7775	103.68.0.74:53281	 ID	Riau
7776	188.226.141.219:8080	 NL	North Holland
7777	178.169.64.76:8081	 RU	
7778	103.52.208.1:8080	 IN	
7779	88.86.81.244:31323	 RU	Kostromskaya Oblast'
7780	50.63.153.173:6176	 US	Arizona
7781	83.221.215.205:8080	 RU	Rostov
7782	110.77.239.83:42619	 TH	Changwat Khon Kaen
7783	104.237.227.68:8080	 US	Delaware
7784	183.89.10.194:8080	 TH	Changwat Lampang
7785	92.255.194.136:8080	 RU	Tatarstan
7786	41.90.12.94:53281	 KE	
7787	205.158.57.2:53281	 US	
7788	188.239.121.203:41258	 UA	Poltavs'ka Oblast'
7789	117.102.81.4:53281	 ID	Jakarta
7790	186.46.160.54:53281	 EC	Provincia de Pichincha
7791	180.178.94.5:53281	 ID	Yogyakarta
7792	110.137.81.115:8080	 ID	West Sumatra
7793	180.183.122.138:8080	 TH	Bangkok
7794	102.165.124.150:53281	 NG	
7795	34.240.231.232:3130	 IE	Leinster
7796	138.36.200.28:53281	 BR	Para
7797	187.1.162.54:53281	 BR	Pernambuco
7798	103.76.151.29:8080	 ID	West Java
7799	165.16.45.164:8080	 LY	
7800	37.57.179.2:8080	 UA	Kharkivs'ka Oblast'
7801	177.47.236.38:53281	 BR	Bahia
7802	125.141.200.52:80	 KR	
7803	210.210.184.61:8080	 ID	Jakarta
7804	125.141.200.43:80	 KR	
7805	146.158.1.63:53281	 RU	Yamalo-Nenets
7806	103.209.140.181:8080	 IN	National Capital Territory of Delhi
7807	80.211.6.90:3128	 IT	Province of Arezzo
7808	195.175.76.142:8080	 TR	Antalya
7809	190.206.207.247:8080	 VE	Miranda
7810	185.61.254.93:8080	 RU	St.-Petersburg
7811	43.230.214.117:53281	 IN	Telangana
7812	1.179.199.9:8080	 TH	
7813	179.178.204.88:8080	 BR	Goias
7814	188.213.174.232:3130	 IT	Province of Arezzo
7815	103.103.52.40:8080	 IN	
7816	62.80.190.57:41258	 UA	Kyiv City
7817	103.5.3.162:8080	 PH	Province of South Cotabato
7818	151.237.210.199:53281	 ES	Lleida
7819	198.166.238.71:3128	 CA	Alberta
7820	181.199.199.247:53281	 ES	Madrid
7821	183.181.8.17:3129	 JP	
7822	116.197.155.222:53281	 IN	
7823	43.249.229.163:8080	 IN	
7824	196.27.117.226:8080	 ZW	
7825	188.255.144.50:39880	 RS	Belgrade
7826	187.45.118.177:8080	 BR	Rio Grande do Sul
7827	159.89.229.66:8080	 US	New Jersey
7828	111.68.124.154:53281	 ID	Jakarta
7829	200.229.208.154:53281	 BR	Rio Grande do Norte
7830	5.178.246.54:8080	 GE	
7831	77.81.229.113:3128	 IT	Province of Arezzo
7832	94.247.244.107:3128	 RU	St.-Petersburg
7833	177.131.49.133:53281	 BR	Minas Gerais
7834	173.193.90.223:3129	 US	Texas
7835	150.129.54.103:6666	 IN	
7836	187.19.150.77:8081	 BR	Ceara
7837	5.226.70.68:80	 PL	
7838	66.209.37.10:53281	 US	Texas
7839	105.212.92.24:53281	 ZA	
7840	103.31.109.94:53281	 ID	
7841	185.187.93.226:53281	 LB	
7842	191.240.26.6:53281	 BR	Sao Paulo
7843	77.85.169.25:8080	 BG	
7844	46.55.240.139:53281	 BG	
7845	96.9.80.96:8080	 KH	Preah Sihanouk
7846	36.77.218.51:8080	 ID	Jakarta
7847	191.5.0.79:53281	 BR	Rio Grande do Sul
7848	103.200.38.225:8080	 BD	Naogaon
7849	202.159.48.202:65205	 ID	Jakarta
7850	36.89.150.37:53281	 ID	
7851	103.217.109.118:53281	 BD	
7852	134.19.244.109:8080	 GE	
7853	201.184.105.122:8080	 CO	Antioquia
7854	86.125.17.173:53281	 RO	Judetul Mehedinti
7855	170.244.208.150:53281	 EC	Provincia del Guayas
7856	95.67.10.22:53281	 UA	Kyiv City
7857	187.45.127.78:3128	 BR	Santa Catarina
7858	200.84.185.122:41766	 VE	Lara
7859	50.63.153.173:24960	 US	Arizona
7860	96.80.89.69:8080	 US	Florida
7861	177.204.85.203:80	 BR	Parana
7862	118.97.130.146:8080	 ID	
7863	182.253.189.246:8080	 ID	Jakarta
7864	187.12.44.34:8080	 BR	
7865	34.216.89.174:53281	 US	Oregon
7866	192.169.180.124:1342	 US	Arizona
7867	93.93.13.60:53281	 BG	
7868	94.31.88.104:8080	 DE	Bavaria
7869	91.211.68.104:53281	 UA	
7870	178.128.209.209:3128	 GR	Attica
7871	91.234.97.134:8998	 RU	Moscow
7872	190.131.203.90:8080	 CO	Departamento del Choco
7873	207.154.231.212:8080	 DE	Hesse
7874	83.246.139.24:8080	 RU	Altai Krai
7875	205.201.218.111:39880	 US	Colorado
7876	81.15.203.30:41258	 PL	
7877	195.209.107.148:3128	 RU	Moscow
7878	171.96.51.234:80	 TH	Bangkok
7879	164.73.191.2:8080	 UY	Departamento de Montevideo
7880	103.3.46.12:80	 ID	Lampung
7881	171.25.175.22:53281	 RU	Moscow
7882	1.179.183.109:8080	 TH	
7883	35.189.99.62:80	 US	California
7884	177.220.140.166:3128	 BR	Parana
7885	129.205.137.145:53281	 ZA	Western Cape
7886	117.20.54.20:8080	 ID	Yogyakarta
7887	176.118.208.122:8080	 RU	Ryazanskaya Oblast'
7888	79.160.42.36:8080	 NO	Hordaland Fylke
7889	18.222.59.85:80	 US	Ohio
7890	103.66.44.19:53281	 ID	Banten
7891	102.141.113.111:53281	 BD	undefined
7892	85.15.179.5:8080	 RU	Tyumenskaya Oblast'
7893	27.131.157.94:8080	 TH	
7894	201.38.93.179:3128	 BR	
7895	46.105.57.150:26204	 FR	
7896	138.122.171.190:53281	 BR	
7897	187.33.224.54:80	 BR	Paraba
7898	41.79.197.150:8080	 SO	
7899	177.202.194.27:8080	 BR	Santa Catarina
7900	83.219.133.176:41258	 RU	Kaliningradskaya Oblast'
7901	212.25.36.55:8080	 BG	
7902	202.152.55.66:8080	 ID	Jakarta
7903	103.65.193.185:8080	 IN	Haryana
7904	132.148.129.183:56938	 US	Arizona
7905	188.226.141.127:8080	 NL	North Holland
7906	159.203.172.125:80	 US	New Jersey
7907	45.55.9.218:3128	 US	California
7908	91.238.179.15:8080	 PL	Kujawsko-Pomorskie
7909	103.97.111.129:53281	 ID	
7910	81.163.62.136:41258	 RU	Dagestan
7911	78.186.111.31:8080	 TR	Bursa
7912	178.218.108.115:8080	 RU	Khabarovsk
7913	110.232.76.247:8080	 ID	Jakarta
7914	96.9.72.56:8080	 KH	Preah Sihanouk
7915	198.50.168.210:80	 CA	Quebec
7916	103.110.89.22:53281	 ID	Central Java
7917	34.230.40.45:80	 US	Virginia
7918	31.214.186.160:8080	 ES	
7919	185.162.142.81:53281	 MD	
7920	194.186.213.38:53281	 RU	Moscow
7921	176.234.11.199:8080	 TR	Istanbul
7922	80.90.84.232:8080	 AL	Qarku i Tiranes
7923	181.143.221.76:53281	 CO	Antioquia
7924	217.12.212.150:2086	 UA	
7925	46.105.57.149:50682	 FR	
7926	186.223.246.2:8080	 BR	Rio Grande do Sul
7927	47.75.119.40:80	 US	California
7928	117.202.20.70:557	 IN	Maharashtra
7929	144.76.76.25:3128	 DE	
7930	159.89.200.94:80	 SG	Central Singapore Community Development Council
7931	153.149.186.165:60088	 JP	Tokyo
7932	91.139.12.110:8080	 CZ	
7933	138.68.198.203:3128	 US	California
7934	139.59.53.106:8080	 IN	Karnataka
7935	41.128.189.53:8080	 EG	Cairo Governorate
7936	197.234.35.82:53281	 NG	Rivers State
7937	94.141.238.84:41258	 RU	Moscow Oblast
7938	103.216.58.18:53281	 BD	Narayanganj
7939	103.100.130.140:8080	 ID	West Java
7940	80.241.253.202:8080	 GE	
7941	146.120.72.113:53281	 RU	St.-Petersburg
7942	173.193.90.210:3129	 US	Texas
7943	176.120.44.78:53281	 UA	Chernivtsi
7944	162.252.147.129:8080	 US	Ohio
7945	192.169.138.2:63945	 US	Arizona
7946	203.144.218.139:3128	 TH	Bangkok
7947	186.10.29.115:8080	 CL	Santiago Metropolitan
7948	138.186.23.46:8181	 CO	Bogota D.C.
7949	82.202.68.26:8080	 CZ	Hlavni mesto Praha
7950	45.63.106.215:8181	 US	Florida
7951	91.144.140.32:8080	 RU	Tatarstan
7952	200.98.66.194:80	 BR	
7953	177.126.89.188:3128	 BR	Tocantins
7954	158.58.130.222:53281	 RU	Krasnodarskiy Kray
7955	213.210.67.166:53281	 RU	
7956	82.114.240.133:8080	 RU	Saratovskaya Oblast'
7957	62.210.6.239:1080	 FR	
7958	103.83.105.84:53281	 IN	
7959	103.92.154.86:8080	 BD	
7960	138.99.188.157:53281	 BR	Minas Gerais
7961	193.178.187.136:53281	 UA	Kyiv City
7962	212.58.202.218:44331	 RU	
7963	131.117.162.187:8080	 YE	Sanaa
7964	128.201.97.121:53281	 BR	Bahia
7965	37.59.8.29:42704	 FR	
7966	168.232.132.122:53281	 BR	Maranhao
7967	190.145.173.242:53281	 CO	
7968	103.19.130.34:8080	 BD	
7969	103.15.187.116:3128	 JP	
7970	202.51.103.250:8080	 ID	Jakarta
7971	125.162.59.6:53281	 ID	Riau
7972	78.136.240.42:8080	 RU	Respublika Buryatiya
7973	62.69.253.227:8080	 PL	
7974	97.74.230.16:1827	 US	Arizona
7975	46.33.101.20:8080	 CZ	Vykov District
7976	150.129.54.102:6666	 IN	
7977	103.109.2.21:80	 ID	South Sulawesi
7978	176.235.170.245:53281	 TR	
7979	104.28.30.111:80	 US	
7980	119.161.99.214:82	 IN	Karnataka
7981	36.67.48.11:65103	 ID	
7982	77.120.246.17:8080	 UA	Kyiv City
7983	212.237.0.5:8888	 IT	Province of Arezzo
7984	213.160.168.43:8080	 SK	Bratislava
7985	121.127.232.118:8000	 HK	Central and Western District
7986	91.103.162.247:10080	 CZ	
7987	41.86.244.3:53281	 BJ	
7988	66.70.170.147:80	 CA	Quebec
7989	46.250.1.74:53281	 UA	Odessa
7990	121.127.38.186:53281	 AF	Zabul
7991	85.237.167.120:41258	 PL	Pomerania
7992	91.113.217.124:53281	 AT	
7993	139.59.13.180:9999	 IN	Karnataka
7994	186.235.168.2:3128	 BR	Bahia
7995	103.216.82.200:6667	 IN	Gujarat
7996	192.241.150.188:3128	 US	New Jersey
7997	117.102.96.59:8080	 ID	Jakarta
7998	213.6.88.233:53281	 PS	
7999	173.192.21.89:25	 US	Texas
8000	94.135.200.123:8080	 DE	Hamburg
8001	89.231.32.226:53281	 PL	
8002	128.199.194.255:8080	 SG	Central Singapore Community Development Council
8003	91.122.192.227:8080	 RU	Arkhangelskaya
8004	196.44.66.107:53281	 ZA	Gauteng
8005	193.93.216.95:8080	 UA	L'vivs'ka Oblast'
8006	148.251.85.26:3128	 DE	
8007	117.197.40.163:53281	 IN	West Bengal
8008	184.167.14.46:39880	 US	Wyoming
8009	94.63.36.99:53281	 PT	Aveiro
8010	103.247.122.134:8080	 ID	Yogyakarta
8011	41.76.180.90:53281	 ZA	Eastern Cape
8012	46.105.51.183:80	 FR	
8013	195.228.182.143:8080	 HU	
8014	95.145.166.191:80	 GB	Norfolk
8015	208.131.166.250:53281	 JM	Kingston
8016	149.202.106.159:3128	 FR	
8017	94.242.58.142:10010	 RU	
8018	109.197.188.21:8080	 PL	Silesia
8019	180.253.169.220:80	 ID	Central Java
8020	77.240.100.208:53281	 CZ	Hlavni mesto Praha
8021	174.75.238.68:16399	 US	
8022	148.243.240.156:53281	 MX	Guanajuato
8023	107.167.181.111:3128	 US	California
8024	117.20.57.131:8080	 ID	Yogyakarta
8025	93.171.25.202:53281	 CZ	
8026	45.224.85.170:8081	 BR	
8027	67.205.174.209:3128	 US	New Jersey
8028	182.253.130.79:8080	 ID	East Java
8029	192.169.244.29:44168	 US	Arizona
8030	117.212.95.80:53281	 IN	Rajasthan
8031	200.133.37.38:80	 BR	Pernambuco
8032	124.195.38.84:8080	 ID	Jakarta
8033	43.228.221.34:8080	 IN	Punjab
8034	88.247.38.178:8080	 TR	Bursa
8035	181.112.52.26:53281	 EC	Provincia de Pichincha
8036	158.69.150.164:80	 CA	Quebec
8037	201.183.231.11:3128	 EC	Provincia del Guayas
8038	81.30.26.80:80	 IT	Province of Parma
8039	177.234.178.142:3128	 BR	Bahia
8040	188.120.237.193:31280	 RU	
8041	69.63.76.145:8080	 SZ	Hhohho District
8042	200.81.173.154:53281	 AR	Buenos Aires F.D.
8043	46.5.252.70:8080	 DE	Baden-Wrttemberg Region
8044	159.89.205.205:80	 SG	Central Singapore Community Development Council
8045	188.239.69.114:53281	 UA	Poltavs'ka Oblast'
8046	41.74.9.238:8080	 BJ	
8047	104.28.31.109:80	 US	
8048	125.162.212.204:8080	 ID	South Sulawesi
8049	94.141.142.48:41258	 PL	
8050	81.93.87.20:53281	 BA	
8051	138.122.30.14:53281	 BR	Pernambuco
8052	181.115.241.90:80	 BO	Departamento de La Paz
8053	118.185.124.122:8080	 IN	
8054	103.216.232.3:8080	 IN	
8055	91.133.81.73:53281	 AT	
8056	181.143.105.66:8080	 CO	Antioquia
8057	217.12.212.150:4445	 UA	
8058	178.212.196.177:9999	 UA	Odessa
8059	206.189.144.105:8080	 US	California
8060	85.95.152.143:8080	 RU	
8061	197.243.34.230:3128	 RW	
8062	168.194.154.4:53281	 BR	Minas Gerais
8063	182.23.110.70:8080	 ID	
8064	217.12.212.150:6667	 UA	
8065	177.21.104.240:20183	 BR	Ceara
